 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 302.61 , 202.12 
 0.00 , 509.96 , 341.36 
 0.00 , 607.04 , 406.77 
 0.00 , 6218.82 , 4431.67 
 0.00 , 2175.83 , 1482.74 
 0.00 , 1952.88 , 1327.60 
 0.00 , 1593.41 , 1079.04 
 0.00 , 1685.79 , 1142.74 
 0.00 , 1569.85 , 1062.82 
 0.00 , 1477.08 , 999.02 
 0.00 , 1179.10 , 794.94 
 0.00 , 1248.53 , 842.37 
2524.24 , 1505.95 , 3368.11 
 0.00 , 1649.88 , 1117.96 
 0.00 , 1609.26 , 1089.96 
 0.00 , 1451.00 , 981.10 
 0.00 , 1437.56 , 971.87 
 0.00 , 1473.58 , 996.61 
 0.00 , 1469.72 , 993.96 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 18.17 , 12.10 
 0.00 , 644.34 , 431.93 
 0.00 , 747.95 , 501.94 
 0.00 , 798.68 , 536.27 
 0.00 , 6282.13 , 4480.00 
 0.00 , 2419.98 , 1653.48 
2621.25 , 2263.54 , 3985.83 
 0.00 , 2119.25 , 1443.29 
 0.00 , 1679.06 , 1138.09 
 0.00 , 1630.63 , 1104.69 
 0.00 , 1698.63 , 1151.60 
 0.00 , 1869.93 , 1270.08 
 0.00 , 1930.78 , 1312.26 
 0.00 , 1924.48 , 1307.90 
 0.00 , 2006.88 , 1365.11 
 0.00 , 1952.51 , 1327.35 
 0.00 , 1743.39 , 1182.52 
 0.00 , 1767.48 , 1199.17 
 0.00 , 1756.53 , 1191.59 
 0.00 , 1748.25 , 1185.87 
2590.58 ,  0.00 , 2409.24 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 614.03 , 411.48 
 0.00 , 833.60 , 559.94 
 0.00 , 885.72 , 595.27 
 0.00 , 930.27 , 625.51 
 0.00 , 6282.13 , 4480.00 
 0.00 , 2500.60 , 1710.06 
 0.00 , 2361.16 , 1612.27 
 0.00 , 2158.46 , 1470.62 
 0.00 , 1465.74 , 991.22 
 0.00 , 1469.24 , 993.63 
 0.00 , 1644.36 , 1114.16 
 0.00 , 1526.88 , 1033.25 
 0.00 , 1553.15 , 1051.32 
2524.24 , 1748.57 , 3535.96 
 0.00 , 1870.14 , 1270.22 
 0.00 , 1861.74 , 1264.40 
 0.00 , 1656.94 , 1122.83 
 0.00 , 1682.52 , 1140.48 
 0.00 , 1716.39 , 1163.86 
 0.00 , 1709.94 , 1159.41 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 62.05 , 41.34 
 0.00 , 1020.54 , 686.87 
 0.00 , 1180.31 , 795.76 
 0.00 , 1284.05 , 866.67 
 0.00 , 1426.07 , 963.99 
 0.00 , 6282.13 , 4480.00 
 0.00 , 3121.33 , 2149.04 
2621.25 , 2753.66 , 4332.21 
 0.00 , 856.41 , 575.39 
 0.00 , 400.18 , 267.57 
 0.00 , 43.11 , 28.71 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 1255.21 , 846.94 
 0.00 , 1618.11 , 1096.06 
 0.00 , 1547.37 , 1047.35 
 0.00 , 1627.73 , 1102.69 
 0.00 , 1745.08 , 1183.68 
 0.00 , 1815.25 , 1232.21 
2590.58 ,  0.00 , 2409.24 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 519.41 , 347.72 
 0.00 , 1196.20 , 806.61 
 0.00 , 1319.56 , 890.97 
 0.00 , 1431.17 , 967.49 
 0.00 , 1535.57 , 1039.23 
 0.00 , 6282.13 , 4480.00 
 0.00 , 3230.89 , 2227.13 
 0.00 , 2252.36 , 1536.16 
 0.00 , 1512.32 , 1023.24 
 0.00 , 870.53 , 584.97 
 0.00 , 263.64 , 176.02 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
2524.24 ,  0.00 , 2347.55 
 0.00 , 1256.38 , 847.74 
 0.00 , 1701.57 , 1153.63 
 0.00 , 1609.56 , 1090.17 
 0.00 , 1690.83 , 1146.22 
 0.00 , 1765.13 , 1197.54 
 0.00 , 1834.66 , 1245.64 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 708.72 , 475.42 
 0.00 , 1275.37 , 860.73 
 0.00 , 1399.19 , 945.55 
 0.00 , 1511.58 , 1022.73 
 0.00 , 1616.53 , 1094.97 
 0.00 , 6282.13 , 4480.00 
 0.00 , 3243.45 , 2236.10 
2621.25 , 2001.77 , 3802.51 
 0.00 , 1080.13 , 727.44 
 0.00 , 423.81 , 283.44 
 0.00 , 13.32 ,  8.87 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 1242.63 , 838.33 
 0.00 , 1724.94 , 1169.77 
 0.00 , 1640.95 , 1111.80 
 0.00 , 1680.91 , 1139.37 
 0.00 , 1756.44 , 1191.53 
 0.00 , 1827.62 , 1240.77 
2590.58 ,  0.00 , 2409.24 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 675.53 , 452.99 
 0.00 , 1193.29 , 804.63 
 0.00 , 1315.66 , 888.30 
 0.00 , 1427.32 , 964.85 
 0.00 , 1532.50 , 1037.12 
 0.00 , 6282.13 , 4480.00 
 0.00 , 3101.90 , 2135.20 
 0.00 , 1703.00 , 1154.62 
 0.00 , 968.67 , 651.60 
 0.00 , 1214.62 , 819.19 
 0.00 , 1470.17 , 994.27 
 0.00 , 1588.50 , 1075.66 
 0.00 , 1224.88 , 826.21 
 0.00 , 809.04 , 543.30 
2524.24 , 910.32 , 2960.13 
 0.00 , 1844.36 , 1252.36 
 0.00 , 1994.71 , 1356.65 
 0.00 , 1868.35 , 1268.98 
 0.00 , 1881.84 , 1278.33 
 0.00 , 1936.76 , 1316.42 
 0.00 , 1946.68 , 1323.30 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 826.78 , 555.31 
 0.00 , 1211.07 , 816.77 
 0.00 , 1277.78 , 862.37 
 0.00 , 1379.06 , 931.74 
 0.00 , 1429.59 , 966.40 
 0.00 , 6282.13 , 4480.00 
 0.00 , 3042.50 , 2092.96 
2621.25 , 2966.18 , 4483.68 
 0.00 , 2890.44 , 1985.06 
 0.00 , 2849.64 , 1956.16 
 0.00 , 2814.53 , 1931.33 
 0.00 , 2709.50 , 1857.13 
 0.00 , 2689.29 , 1842.88 
 0.00 , 2677.38 , 1834.47 
 0.00 , 2689.72 , 1843.18 
 0.00 , 2717.96 , 1863.10 
 0.00 , 2658.71 , 1821.31 
 0.00 , 2472.72 , 1690.48 
 0.00 , 2449.22 , 1673.99 
 0.00 , 2434.36 , 1663.56 
 0.00 , 2468.21 , 1687.31 
2590.58 ,  0.00 , 2409.24 
 0.00 ,  0.00 ,  0.00 
 0.00 , 564.41 , 378.03 
 0.00 , 1478.88 , 1000.26 
 0.00 , 1592.25 , 1078.24 
 0.00 , 1648.03 , 1116.69 
 0.00 , 1695.20 , 1149.23 
 0.00 , 1782.66 , 1209.66 
 0.00 , 6282.13 , 4480.00 
 0.00 , 3422.38 , 2364.08 
 0.00 , 3283.92 , 2265.00 
 0.00 , 3189.02 , 2197.26 
 0.00 , 2971.12 , 2042.26 
 0.00 , 2787.14 , 1911.96 
 0.00 , 2698.04 , 1849.04 
 0.00 , 2587.27 , 1771.00 
 0.00 , 2621.75 , 1795.27 
2524.24 , 2716.92 , 4215.63 
 0.00 , 2839.30 , 1948.85 
 0.00 , 2813.35 , 1930.49 
 0.00 , 2608.12 , 1785.67 
 0.00 , 2632.13 , 1802.58 
 0.00 , 2620.29 , 1794.24 
 0.00 , 2655.87 , 1819.31 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 1123.26 , 756.84 
 0.00 , 1773.89 , 1203.59 
 0.00 , 1886.46 , 1281.53 
 0.00 , 1941.31 , 1319.57 
 0.00 , 2033.62 , 1383.70 
 0.00 , 2122.41 , 1445.50 
 0.00 , 6282.13 , 4480.00 
 0.00 , 3833.24 , 2659.87 
2621.25 , 2722.63 , 4310.16 
 0.00 , 2104.41 , 1432.96 
 0.00 , 1517.47 , 1026.78 
 0.00 , 1263.13 , 852.36 
 0.00 , 771.54 , 517.90 
 0.00 , 696.02 , 466.83 
 0.00 , 1358.26 , 917.48 
 0.00 , 1828.12 , 1241.12 
 0.00 , 2339.54 , 1597.13 
 0.00 , 2470.88 , 1689.19 
 0.00 , 2339.80 , 1597.31 
 0.00 , 2350.94 , 1605.10 
 0.00 , 2359.96 , 1611.42 
 0.00 , 2411.62 , 1647.62 
2590.58 ,  0.00 , 2409.24 
 0.00 ,  0.00 ,  0.00 
 0.00 , 480.84 , 321.77 
 0.00 , 1459.48 , 986.93 
 0.00 , 1531.66 , 1036.54 
 0.00 , 1634.42 , 1107.30 
 0.00 , 1684.72 , 1141.99 
 0.00 , 1728.24 , 1172.05 
 0.00 , 6282.13 , 4480.00 
 0.00 , 3366.70 , 2324.21 
 0.00 , 3260.23 , 2248.08 
 0.00 , 3162.88 , 2178.63 
 0.00 , 3091.53 , 2127.82 
 0.00 , 2902.21 , 1993.39 
 0.00 , 2648.82 , 1814.34 
 0.00 , 2528.19 , 1729.45 
 0.00 , 2566.34 , 1756.27 
2524.24 , 2690.01 , 4196.54 
 0.00 , 2822.46 , 1936.93 
 0.00 , 2780.17 , 1907.03 
 0.00 , 2570.69 , 1759.33 
 0.00 , 2590.79 , 1773.47 
 0.00 , 2575.49 , 1762.71 
 0.00 , 2607.57 , 1785.28 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 924.22 , 621.41 
 0.00 , 1707.27 , 1157.56 
 0.00 , 1864.14 , 1266.07 
 0.00 , 1965.45 , 1336.33 
 0.00 , 2058.89 , 1401.27 
 0.00 , 2193.52 , 1495.08 
 0.00 , 6282.13 , 4480.00 
 0.00 , 3945.03 , 2740.82 
2621.25 , 3098.72 , 4578.54 
 0.00 , 2979.44 , 2048.16 
 0.00 , 3191.16 , 2198.79 
 0.00 , 3026.78 , 2081.78 
 0.00 , 2843.67 , 1951.94 
 0.00 , 2564.44 , 1754.93 
 0.00 , 2391.59 , 1633.58 
 0.00 , 2774.16 , 1902.79 
 0.00 , 3222.23 , 2220.95 
 0.00 , 3294.62 , 2272.65 
 0.00 , 3095.49 , 2130.64 
 0.00 , 3136.43 , 2159.79 
 0.00 , 3182.52 , 2192.63 
 0.00 , 3139.81 , 2162.19 
2590.58 ,  0.00 , 2409.24 
 0.00 , 23.52 , 15.67 
 0.00 , 2020.07 , 1374.28 
 0.00 , 2109.44 , 1436.46 
 0.00 , 2172.94 , 1480.72 
